File name;Sa;Sz;Str;Spc;Sdr;Sq;Ssk;Sku;Sp;Sv;Sal;Std;Sdq;Spd;Sk;Spk;Svk;Smr1;Smr2;Sxp;Vvv;Vvc;Vmp;Vmc;Area size;Class_1;Class_2
20240718135911_Y6_X4;10,624;164,093;0,430;798,995;0,5774;14,021;-0,050;5,413;99,566;64,528;303,659;0,000;1,238;4702,832;30,926;14,799;19,256;7,942;85,951;21,865;1,990;14,082;0,702;11,779;5698488,305;10;10
20240718135911_Y6_X5;10,141;271,503;0,365;751,816;0,5076;13,052;0,118;9,081;215,158;56,344;227,910;180,000;1,159;4545,942;32,748;10,631;16,343;6,041;88,947;19,735;1,650;13,817;0,510;11,634;5698488,305;10;10
20240718135911_Y6_X6;10,885;212,164;0,255;740,169;0,4732;13,781;0,093;5,486;148,769;63,394;264,667;0,000;1,110;4043,788;36,169;13,498;14,565;5,566;89,388;21,712;1,651;15,019;0,588;12,500;5698488,305;10;10
20240718135911_Y7_X2;10,760;178,215;0,200;615,442;0,3627;13,808;0,599;10,153;137,500;40,715;157,210;169,900;0,967;4204,899;34,170;14,617;14,339;5,020;86,546;20,289;1,693;14,079;0,596;12,532;5698488,305;10;10
20240718135911_Y7_X3;9,383;251,018;0,198;667,665;0,4247;12,972;2,545;36,937;196,446;54,571;226,328;0,000;1,065;4844,947;28,754;13,902;12,487;7,671;86,599;19,275;1,452;12,891;0,654;10,767;5698488,305;10;10
20240718135911_Y7_X4;9,493;178,546;0,324;589,417;0,3152;12,097;-0,147;4,499;112,616;65,930;448,501;0,000;0,897;4315,356;30,061;9,540;14,109;7,129;87,371;19,205;1,623;13,245;0,462;10,831;5698488,305;10;10
20240718135911_Y7_X5;10,161;221,412;0,216;560,232;0,2634;12,886;-0,071;4,539;167,940;53,472;237,152;180,000;0,809;3767,120;31,568;11,929;13,698;7,818;86,445;22,871;1,610;14,153;0,593;11,898;5698488,305;10;10
20240718135911_Y7_X6;11,067;289,532;0,302;707,755;0,5684;16,379;2,941;33,150;225,134;64,398;156,252;0,000;1,269;3706,791;32,226;24,389;15,619;8,380;86,072;24,242;1,815;14,719;1,126;12,057;5698488,305;10;10
20240718140814_Y3_X3;6,299;81,334;0,108;591,187;0,4116;8,143;-0,687;3,817;38,239;43,095;149,062;2,900;1,024;6146,853;18,275;5,444;12,214;8,301;85,368;12,455;1,260;8,458;0,283;7,064;5698488,305;10;10
20240718140814_Y3_X4;7,306;80,882;0,225;543,526;0,4031;9,292;-0,674;3,512;36,972;43,910;310,711;180,000;1,009;6782,856;20,402;6,348;13,512;7,027;83,037;13,491;1,402;9,274;0,332;8,442;5698488,305;10;10
